timestamp,zone_id,orders,hour,dayofweek,is_weekend
2024-01-01 00:00:00,0,4,0,0,False
2024-01-01 00:00:00,1,3,0,0,False
2024-01-01 00:00:00,2,1,0,0,False
2024-01-01 00:00:00,3,2,0,0,False
2024-01-01 00:00:00,4,2,0,0,False
2024-01-01 01:00:00,0,1,1,0,False
2024-01-01 01:00:00,1,3,1,0,False
2024-01-01 01:00:00,2,1,1,0,False
2024-01-01 01:00:00,3,3,1,0,False
2024-01-01 01:00:00,4,2,1,0,False
2024-01-01 02:00:00,0,3,2,0,False
2024-01-01 02:00:00,2,5,2,0,False
2024-01-01 02:00:00,3,2,2,0,False
2024-01-01 02:00:00,4,3,2,0,False
2024-01-01 03:00:00,1,2,3,0,False
2024-01-01 03:00:00,2,5,3,0,False
2024-01-01 03:00:00,3,1,3,0,False
2024-01-01 03:00:00,4,4,3,0,False
2024-01-01 04:00:00,0,3,4,0,False
2024-01-01 04:00:00,1,1,4,0,False
2024-01-01 04:00:00,2,3,4,0,False
2024-01-01 04:00:00,3,3,4,0,False
2024-01-01 04:00:00,4,4,4,0,False
2024-01-01 05:00:00,0,3,5,0,False
2024-01-01 05:00:00,1,1,5,0,False
2024-01-01 05:00:00,3,2,5,0,False
2024-01-01 05:00:00,4,3,5,0,False
2024-01-01 06:00:00,0,5,6,0,False
2024-01-01 06:00:00,1,3,6,0,False
2024-01-01 06:00:00,2,1,6,0,False
2024-01-01 06:00:00,3,4,6,0,False
2024-01-01 06:00:00,4,3,6,0,False
2024-01-01 07:00:00,0,8,7,0,False
2024-01-01 07:00:00,1,10,7,0,False
2024-01-01 07:00:00,2,13,7,0,False
2024-01-01 07:00:00,3,10,7,0,False
2024-01-01 07:00:00,4,13,7,0,False
2024-01-01 08:00:00,0,7,8,0,False
2024-01-01 08:00:00,1,11,8,0,False
2024-01-01 08:00:00,2,4,8,0,False
2024-01-01 08:00:00,3,5,8,0,False
2024-01-01 08:00:00,4,5,8,0,False
2024-01-01 09:00:00,0,7,9,0,False
2024-01-01 09:00:00,1,2,9,0,False
2024-01-01 09:00:00,2,7,9,0,False
2024-01-01 09:00:00,3,6,9,0,False
2024-01-01 09:00:00,4,8,9,0,False
2024-01-01 10:00:00,0,1,10,0,False
2024-01-01 10:00:00,1,3,10,0,False
2024-01-01 10:00:00,2,5,10,0,False
2024-01-01 10:00:00,3,3,10,0,False
2024-01-01 10:00:00,4,3,10,0,False
2024-01-01 11:00:00,0,4,11,0,False
2024-01-01 11:00:00,1,1,11,0,False
2024-01-01 11:00:00,2,3,11,0,False
2024-01-01 11:00:00,3,5,11,0,False
2024-01-01 11:00:00,4,8,11,0,False
2024-01-01 12:00:00,0,5,12,0,False
2024-01-01 12:00:00,1,4,12,0,False
2024-01-01 12:00:00,3,1,12,0,False
2024-01-01 12:00:00,4,5,12,0,False
2024-01-01 13:00:00,0,2,13,0,False
2024-01-01 13:00:00,2,3,13,0,False
2024-01-01 13:00:00,3,1,13,0,False
2024-01-01 13:00:00,4,5,13,0,False
2024-01-01 14:00:00,0,1,14,0,False
2024-01-01 14:00:00,1,2,14,0,False
2024-01-01 14:00:00,2,1,14,0,False
2024-01-01 14:00:00,3,2,14,0,False
2024-01-01 14:00:00,4,3,14,0,False
2024-01-01 15:00:00,0,6,15,0,False
2024-01-01 15:00:00,1,3,15,0,False
2024-01-01 15:00:00,2,1,15,0,False
2024-01-01 15:00:00,3,2,15,0,False
2024-01-01 15:00:00,4,8,15,0,False
2024-01-01 16:00:00,0,11,16,0,False
2024-01-01 16:00:00,1,12,16,0,False
2024-01-01 16:00:00,2,4,16,0,False
2024-01-01 16:00:00,3,6,16,0,False
2024-01-01 16:00:00,4,2,16,0,False
2024-01-01 17:00:00,0,5,17,0,False
2024-01-01 17:00:00,1,7,17,0,False
2024-01-01 17:00:00,2,4,17,0,False
2024-01-01 17:00:00,3,5,17,0,False
2024-01-01 17:00:00,4,9,17,0,False
2024-01-01 18:00:00,0,3,18,0,False
2024-01-01 18:00:00,1,2,18,0,False
2024-01-01 18:00:00,2,12,18,0,False
2024-01-01 18:00:00,3,6,18,0,False
2024-01-01 18:00:00,4,9,18,0,False
2024-01-01 19:00:00,1,6,19,0,False
2024-01-01 19:00:00,2,6,19,0,False
2024-01-01 19:00:00,3,2,19,0,False
2024-01-01 19:00:00,4,4,19,0,False
2024-01-01 20:00:00,0,7,20,0,False
2024-01-01 20:00:00,1,2,20,0,False
2024-01-01 20:00:00,2,4,20,0,False
2024-01-01 20:00:00,3,6,20,0,False
2024-01-01 20:00:00,4,3,20,0,False
2024-01-01 21:00:00,0,6,21,0,False
2024-01-01 21:00:00,1,4,21,0,False
2024-01-01 21:00:00,2,3,21,0,False
2024-01-01 21:00:00,3,1,21,0,False
2024-01-01 21:00:00,4,3,21,0,False
2024-01-01 22:00:00,0,3,22,0,False
2024-01-01 22:00:00,1,3,22,0,False
2024-01-01 22:00:00,2,3,22,0,False
2024-01-01 22:00:00,3,5,22,0,False
2024-01-01 22:00:00,4,3,22,0,False
2024-01-01 23:00:00,0,4,23,0,False
2024-01-01 23:00:00,1,3,23,0,False
2024-01-01 23:00:00,2,4,23,0,False
2024-01-01 23:00:00,3,2,23,0,False
2024-01-01 23:00:00,4,2,23,0,False
2024-01-02 00:00:00,0,3,0,1,False
2024-01-02 00:00:00,1,5,0,1,False
2024-01-02 00:00:00,2,1,0,1,False
2024-01-02 00:00:00,3,3,0,1,False
2024-01-02 00:00:00,4,2,0,1,False
2024-01-02 01:00:00,0,3,1,1,False
2024-01-02 01:00:00,1,3,1,1,False
2024-01-02 01:00:00,2,2,1,1,False
2024-01-02 01:00:00,3,3,1,1,False
2024-01-02 01:00:00,4,7,1,1,False
2024-01-02 02:00:00,0,1,2,1,False
2024-01-02 02:00:00,1,4,2,1,False
2024-01-02 02:00:00,2,2,2,1,False
2024-01-02 02:00:00,3,2,2,1,False
2024-01-02 02:00:00,4,8,2,1,False
2024-01-02 03:00:00,0,1,3,1,False
2024-01-02 03:00:00,1,2,3,1,False
2024-01-02 03:00:00,2,4,3,1,False
2024-01-02 03:00:00,4,1,3,1,False
2024-01-02 04:00:00,0,1,4,1,False
2024-01-02 04:00:00,1,4,4,1,False
2024-01-02 04:00:00,2,8,4,1,False
2024-01-02 04:00:00,3,2,4,1,False
2024-01-02 04:00:00,4,7,4,1,False
2024-01-02 05:00:00,0,5,5,1,False
2024-01-02 05:00:00,1,5,5,1,False
