timestamp,zone_id,order_id,delivery_time_min,on_time
2024-01-01 00:00:00,0,O669991378,18.507381080798694,1
2024-01-01 00:00:00,0,O429389014,25.895659441884238,1
2024-01-01 00:00:00,0,O249467210,25.742253038007227,1
2024-01-01 00:00:00,0,O898717130,23.493421189493382,1
2024-01-01 00:00:00,1,O944505601,27.482627206557265,1
2024-01-01 00:00:00,1,O953477463,27.01329625598878,1
2024-01-01 00:00:00,1,O354088427,23.13783576508598,1
2024-01-01 00:00:00,2,O787716372,30.304453096984513,1
2024-01-01 00:00:00,3,O99052376,27.803052134386345,1
2024-01-01 00:00:00,3,O177077808,32.86737558802649,1
2024-01-01 00:00:00,4,O961022651,24.667857052227582,1
2024-01-01 00:00:00,4,O499770319,23.391177391687503,1
2024-01-01 01:00:00,0,O508464061,23.957669736006387,1
2024-01-01 01:00:00,1,O461901618,30.891584387165544,1
2024-01-01 01:00:00,1,O774414982,24.256514833905797,1
2024-01-01 01:00:00,1,O732395540,24.561781059413114,1
2024-01-01 01:00:00,2,O825500248,34.804865615492865,1
2024-01-01 01:00:00,3,O791274835,18.277606972206826,1
2024-01-01 01:00:00,3,O816698734,26.784100634890024,1
2024-01-01 01:00:00,3,O787110843,24.692721262436496,1
2024-01-01 01:00:00,4,O684275917,23.746955213828027,1
2024-01-01 01:00:00,4,O605850704,20.23318685395431,1
2024-01-01 02:00:00,0,O200619113,21.68040300009669,1
2024-01-01 02:00:00,0,O290770691,22.95954651435644,1
2024-01-01 02:00:00,0,O793943861,27.478702562744186,1
2024-01-01 02:00:00,2,O302554573,29.26220556296966,1
2024-01-01 02:00:00,2,O841739990,16.105952580424187,1
2024-01-01 02:00:00,2,O89482491,18.992175220641208,1
2024-01-01 02:00:00,2,O194249720,27.73944430589104,1
2024-01-01 02:00:00,2,O906976957,28.161295966983975,1
2024-01-01 02:00:00,3,O338175028,17.68170102054653,1
2024-01-01 02:00:00,3,O372593431,29.371443535338766,1
2024-01-01 02:00:00,4,O224184334,24.93014303167226,1
2024-01-01 02:00:00,4,O709816108,28.735359516407815,1
2024-01-01 02:00:00,4,O320192576,20.741314471120916,1
2024-01-01 03:00:00,1,O60472382,18.049881392134846,1
2024-01-01 03:00:00,1,O281154698,23.45673171638442,1
2024-01-01 03:00:00,2,O708496411,23.678621985750702,1
2024-01-01 03:00:00,2,O485775494,23.39911039129134,1
2024-01-01 03:00:00,2,O429662408,23.049013478109654,1
2024-01-01 03:00:00,2,O529561415,33.46444607430272,1
2024-01-01 03:00:00,2,O856634123,16.50096738262745,1
2024-01-01 03:00:00,3,O261917078,20.775629746760746,1
2024-01-01 03:00:00,4,O570916578,22.90708150647629,1
2024-01-01 03:00:00,4,O513653348,25.11992532705453,1
2024-01-01 03:00:00,4,O952246190,28.55506949633817,1
2024-01-01 03:00:00,4,O915879373,29.32680942137985,1
2024-01-01 04:00:00,0,O173660954,30.382618057232758,1
2024-01-01 04:00:00,0,O97636744,27.407271419059626,1
2024-01-01 04:00:00,0,O904790222,16.34989585763578,1
2024-01-01 04:00:00,1,O463390156,16.678160651777134,1
2024-01-01 04:00:00,2,O839735171,30.73644986084856,1
2024-01-01 04:00:00,2,O676742877,30.41313258840283,1
2024-01-01 04:00:00,2,O598424036,28.180105364724827,1
2024-01-01 04:00:00,3,O330626207,20.898650727898044,1
2024-01-01 04:00:00,3,O424623942,23.387392732794506,1
2024-01-01 04:00:00,3,O170731194,23.00567774259558,1
2024-01-01 04:00:00,4,O887059227,19.876343364992692,1
2024-01-01 04:00:00,4,O230519835,26.295243169659628,1
2024-01-01 04:00:00,4,O938194539,35.77734823980818,1
2024-01-01 04:00:00,4,O801312299,22.521864224456507,1
2024-01-01 05:00:00,0,O456545752,31.48387149881222,1
2024-01-01 05:00:00,0,O292072678,20.57330142014427,1
2024-01-01 05:00:00,0,O673573053,17.316684473574497,1
2024-01-01 05:00:00,1,O760672189,29.937478712306454,1
2024-01-01 05:00:00,3,O146412954,23.90592945216098,1
2024-01-01 05:00:00,3,O719024776,31.356243780556827,1
2024-01-01 05:00:00,4,O722804538,32.35446726598188,1
2024-01-01 05:00:00,4,O314404213,23.607960178319196,1
2024-01-01 05:00:00,4,O939585183,31.715081184116418,1
2024-01-01 06:00:00,0,O911695234,20.619725562127403,1
2024-01-01 06:00:00,0,O218520688,20.541004340947175,1
2024-01-01 06:00:00,0,O636028516,30.361372146249906,1
2024-01-01 06:00:00,0,O149638768,17.260963417717665,1
2024-01-01 06:00:00,0,O158428240,24.992205648860775,1
2024-01-01 06:00:00,1,O408327903,31.24826721954227,1
2024-01-01 06:00:00,1,O679746784,31.58395257306829,1
2024-01-01 06:00:00,1,O577034624,22.836661003253354,1
2024-01-01 06:00:00,2,O849472217,30.04615292264154,1
2024-01-01 06:00:00,3,O980181758,19.385344532701716,1
2024-01-01 06:00:00,3,O228233509,21.663151504907027,1
2024-01-01 06:00:00,3,O505874711,26.15204767722506,1
2024-01-01 06:00:00,3,O946184004,26.888755566141896,1
2024-01-01 06:00:00,4,O366371424,19.76136549557674,1
2024-01-01 06:00:00,4,O647326920,34.311383276893096,1
2024-01-01 06:00:00,4,O303998075,15.612685818576695,1
2024-01-01 07:00:00,0,O633816999,35.379427159686706,1
2024-01-01 07:00:00,0,O587273855,36.37135246503305,1
2024-01-01 07:00:00,0,O76241446,22.771282343288757,1
2024-01-01 07:00:00,0,O801999185,44.268905812534705,1
2024-01-01 07:00:00,0,O376712039,29.816665210462187,1
2024-01-01 07:00:00,0,O590647936,35.68918632211229,1
2024-01-01 07:00:00,0,O754583306,37.296268083713834,1
2024-01-01 07:00:00,0,O391127003,24.82019429296052,1
2024-01-01 07:00:00,1,O569668767,27.495032000575623,1
2024-01-01 07:00:00,1,O571666426,45.941194790785815,0
2024-01-01 07:00:00,1,O810490870,34.539178502878016,1
2024-01-01 07:00:00,1,O382380040,16.120597606505772,1
2024-01-01 07:00:00,1,O124001512,32.886548449557445,1
2024-01-01 07:00:00,1,O426101858,34.76968676271842,1
2024-01-01 07:00:00,1,O860530322,36.53559453626538,1
2024-01-01 07:00:00,1,O970472239,21.007855847076627,1
2024-01-01 07:00:00,1,O415156431,34.79483965124152,1
2024-01-01 07:00:00,1,O631833730,29.171435476172054,1
2024-01-01 07:00:00,2,O963229352,36.54724180108726,1
2024-01-01 07:00:00,2,O755593187,38.5443520324484,1
2024-01-01 07:00:00,2,O911302816,37.799958906918576,1
2024-01-01 07:00:00,2,O77633091,44.82781279417971,1
2024-01-01 07:00:00,2,O323839252,50.333990939839495,0
2024-01-01 07:00:00,2,O768037679,27.06477536492025,1
2024-01-01 07:00:00,2,O500229623,32.32613754900532,1
2024-01-01 07:00:00,2,O642668415,40.20143220463488,1
2024-01-01 07:00:00,2,O426161286,34.112427200743696,1
2024-01-01 07:00:00,2,O948929730,15.940497681494604,1
2024-01-01 07:00:00,2,O676942224,33.652173025789466,1
2024-01-01 07:00:00,2,O249369215,43.639028912233734,1
2024-01-01 07:00:00,2,O293383200,25.23680990371582,1
2024-01-01 07:00:00,3,O490345952,36.54353159293719,1
2024-01-01 07:00:00,3,O838562244,21.648469736142918,1
2024-01-01 07:00:00,3,O988638203,41.09020749329514,1
2024-01-01 07:00:00,3,O955424572,36.69094996830957,1
2024-01-01 07:00:00,3,O132166290,31.02341355013114,1
2024-01-01 07:00:00,3,O309255683,32.0743532813574,1
2024-01-01 07:00:00,3,O104436258,24.50652350147831,1
2024-01-01 07:00:00,3,O79688895,42.05342446340457,1
2024-01-01 07:00:00,3,O624798768,29.404544457699778,1
2024-01-01 07:00:00,3,O187276799,38.50209138319443,1
2024-01-01 07:00:00,4,O727965823,28.26662738286343,1
2024-01-01 07:00:00,4,O526936081,50.388819365437016,0
2024-01-01 07:00:00,4,O243959576,45.91765316831677,0
2024-01-01 07:00:00,4,O621445097,49.51621230835752,0
2024-01-01 07:00:00,4,O799528670,50.333704606908185,0
2024-01-01 07:00:00,4,O404642357,30.558353981800423,1
2024-01-01 07:00:00,4,O841941561,28.811081117945367,1
2024-01-01 07:00:00,4,O773166402,49.182941644169745,0
2024-01-01 07:00:00,4,O300910439,34.01250319576447,1
2024-01-01 07:00:00,4,O302434989,40.83252556445943,1
2024-01-01 07:00:00,4,O417369879,30.655231024091215,1
2024-01-01 07:00:00,4,O897299057,30.770368358244887,1
2024-01-01 07:00:00,4,O493952287,40.809708322611726,1
2024-01-01 08:00:00,0,O199759529,21.210883513647914,1
2024-01-01 08:00:00,0,O254954230,40.48222482177353,1
2024-01-01 08:00:00,0,O729203225,38.6713165984765,1
2024-01-01 08:00:00,0,O258185058,31.288919092550547,1
2024-01-01 08:00:00,0,O26658609,35.16928272239512,1
2024-01-01 08:00:00,0,O502821784,36.26598172602642,1
2024-01-01 08:00:00,0,O478947735,36.65919356537847,1
2024-01-01 08:00:00,1,O925986456,39.831001405820956,1
2024-01-01 08:00:00,1,O665898681,29.295122565752084,1
2024-01-01 08:00:00,1,O183157310,53.884079417659514,0
2024-01-01 08:00:00,1,O995749053,33.56084166400691,1
2024-01-01 08:00:00,1,O156943484,34.08514051414496,1
2024-01-01 08:00:00,1,O381966485,48.61282488220408,0
2024-01-01 08:00:00,1,O390125881,22.19667008820295,1
2024-01-01 08:00:00,1,O474184249,48.539793734289375,0
2024-01-01 08:00:00,1,O130997589,35.65422075642591,1
2024-01-01 08:00:00,1,O1079600,31.288764806223643,1
2024-01-01 08:00:00,1,O160409267,27.162433620985166,1
2024-01-01 08:00:00,2,O924499563,26.116287947876117,1
2024-01-01 08:00:00,2,O527810564,32.60723504177517,1
2024-01-01 08:00:00,2,O890197094,36.945882939249266,1
2024-01-01 08:00:00,2,O366564547,39.35747577631249,1
2024-01-01 08:00:00,3,O921678953,36.86211327803703,1
2024-01-01 08:00:00,3,O313345693,31.428545372800027,1
2024-01-01 08:00:00,3,O176383634,44.37658733838726,1
2024-01-01 08:00:00,3,O194073232,53.71662175241185,0
2024-01-01 08:00:00,3,O639180919,45.46237490226877,0
2024-01-01 08:00:00,4,O682697716,32.48496236279188,1
2024-01-01 08:00:00,4,O249939584,38.51455113392607,1
2024-01-01 08:00:00,4,O744293433,38.963223850238876,1
2024-01-01 08:00:00,4,O709587577,46.22573486362759,0
2024-01-01 08:00:00,4,O671891968,32.63273462885564,1
2024-01-01 09:00:00,0,O988011356,28.24557795941081,1
2024-01-01 09:00:00,0,O728426742,42.93695904050626,1
2024-01-01 09:00:00,0,O204939202,37.84463966489917,1
2024-01-01 09:00:00,0,O283627673,27.23867080734282,1
2024-01-01 09:00:00,0,O455149199,39.9390156131045,1
2024-01-01 09:00:00,0,O681381298,47.867788228832275,0
2024-01-01 09:00:00,0,O33698788,30.143683230279716,1
2024-01-01 09:00:00,1,O263768157,28.762988907141374,1
2024-01-01 09:00:00,1,O452949741,35.21044626188069,1
2024-01-01 09:00:00,2,O855324405,39.76209646177706,1
2024-01-01 09:00:00,2,O580222788,34.47560667765017,1
2024-01-01 09:00:00,2,O587037795,42.940976930585364,1
2024-01-01 09:00:00,2,O194579233,36.824951035421584,1
2024-01-01 09:00:00,2,O46787763,42.08157569160272,1
2024-01-01 09:00:00,2,O535207134,29.95422700972601,1
2024-01-01 09:00:00,2,O65732489,26.40594879249738,1
2024-01-01 09:00:00,3,O368403327,32.61976415464501,1
2024-01-01 09:00:00,3,O585848991,25.574873306301743,1
2024-01-01 09:00:00,3,O817032666,37.86527132104582,1
2024-01-01 09:00:00,3,O218825555,20.883072663469896,1
2024-01-01 09:00:00,3,O324159127,31.830909497431552,1
2024-01-01 09:00:00,3,O760932235,32.998297916882066,1
2024-01-01 09:00:00,4,O432838238,27.67354463568894,1
2024-01-01 09:00:00,4,O546573613,32.8555241780703,1
2024-01-01 09:00:00,4,O78262145,35.029901064904536,1
2024-01-01 09:00:00,4,O167345404,43.88462955645464,1
2024-01-01 09:00:00,4,O405629426,27.714848384731958,1
2024-01-01 09:00:00,4,O507896561,37.50136103821863,1
2024-01-01 09:00:00,4,O786008098,38.89031145200021,1
2024-01-01 09:00:00,4,O371747542,34.85182014180796,1
2024-01-01 10:00:00,0,O407486361,22.50979151902806,1
2024-01-01 10:00:00,1,O828457785,19.305040677180035,1
2024-01-01 10:00:00,1,O844979700,34.49282729342001,1
2024-01-01 10:00:00,1,O422352497,25.363202513242307,1
2024-01-01 10:00:00,2,O2640328,23.422220050561947,1
2024-01-01 10:00:00,2,O294292375,35.607750457714964,1
2024-01-01 10:00:00,2,O244103359,26.111432929979557,1
2024-01-01 10:00:00,2,O326093538,37.717488811917256,1
2024-01-01 10:00:00,2,O994919522,17.918405772176442,1
2024-01-01 10:00:00,3,O776346813,23.81430566634427,1
2024-01-01 10:00:00,3,O265715423,18.149903765484694,1
2024-01-01 10:00:00,3,O465629220,24.389383599311646,1
2024-01-01 10:00:00,4,O548591389,24.365460380811673,1
2024-01-01 10:00:00,4,O655209744,22.709840397908486,1
2024-01-01 10:00:00,4,O147435376,25.26944303411285,1
2024-01-01 11:00:00,0,O46547339,22.953514385415676,1
2024-01-01 11:00:00,0,O895678908,24.448133317607834,1
2024-01-01 11:00:00,0,O667360488,21.221038875876225,1
2024-01-01 11:00:00,0,O417226642,32.21410737375736,1
2024-01-01 11:00:00,1,O859259597,19.456252957820528,1
2024-01-01 11:00:00,2,O393866308,26.061818730144246,1
2024-01-01 11:00:00,2,O185588834,19.036774185654117,1
2024-01-01 11:00:00,2,O439980427,20.825274754691037,1
2024-01-01 11:00:00,3,O963138745,21.358676730218008,1
2024-01-01 11:00:00,3,O247212966,24.34109814538083,1
2024-01-01 11:00:00,3,O212724958,25.87710910706536,1
2024-01-01 11:00:00,3,O239964793,19.466364544581555,1
2024-01-01 11:00:00,3,O822617220,22.932467701369763,1
2024-01-01 11:00:00,4,O955958439,20.044272935420203,1
2024-01-01 11:00:00,4,O312514729,19.823451149976695,1
2024-01-01 11:00:00,4,O629863816,30.667798160804427,1
2024-01-01 11:00:00,4,O308636593,18.040073319537726,1
2024-01-01 11:00:00,4,O609442586,25.373423506598872,1
2024-01-01 11:00:00,4,O885803641,33.49036683137961,1
2024-01-01 11:00:00,4,O629662913,31.030792133674986,1
2024-01-01 11:00:00,4,O349390340,27.126792675980436,1
2024-01-01 12:00:00,0,O677289286,24.91873013472235,1
2024-01-01 12:00:00,0,O394659116,28.683210311826482,1
2024-01-01 12:00:00,0,O14509187,26.84696950784349,1
2024-01-01 12:00:00,0,O430434083,32.113128701712874,1
2024-01-01 12:00:00,0,O542280773,24.331405382392003,1
2024-01-01 12:00:00,1,O344682002,30.005508472977198,1
2024-01-01 12:00:00,1,O477589542,23.37137073125145,1
2024-01-01 12:00:00,1,O792214653,34.467481603585256,1
2024-01-01 12:00:00,1,O15814828,24.19076792488939,1
2024-01-01 12:00:00,3,O510319067,16.9053254390599,1
2024-01-01 12:00:00,4,O978028027,25.388525668479456,1
2024-01-01 12:00:00,4,O153382256,28.82300903178318,1
2024-01-01 12:00:00,4,O356015512,33.14340617749971,1
2024-01-01 12:00:00,4,O509379383,20.01924262086073,1
2024-01-01 12:00:00,4,O121848736,16.277888603902298,1
2024-01-01 13:00:00,0,O944372383,27.483565899753014,1
2024-01-01 13:00:00,0,O240539820,27.32885030134504,1
2024-01-01 13:00:00,2,O231302370,17.944640367298685,1
2024-01-01 13:00:00,2,O839284370,23.352011610249946,1
2024-01-01 13:00:00,2,O941897235,23.576233103627278,1
2024-01-01 13:00:00,3,O931188016,29.115600129732364,1
2024-01-01 13:00:00,4,O132985867,22.931471820641637,1
2024-01-01 13:00:00,4,O896369993,22.82244550062093,1
2024-01-01 13:00:00,4,O860760799,25.573132088493114,1
2024-01-01 13:00:00,4,O248523535,18.109443713113006,1
2024-01-01 13:00:00,4,O602428359,34.503909700552995,1
2024-01-01 14:00:00,0,O367907188,29.670340999580603,1
2024-01-01 14:00:00,1,O443894457,21.491009919513733,1
2024-01-01 14:00:00,1,O985242939,19.411807017924936,1
2024-01-01 14:00:00,2,O963768360,19.799203029257857,1
2024-01-01 14:00:00,3,O127833288,27.933707395133975,1
2024-01-01 14:00:00,3,O255669152,19.948097473934645,1
2024-01-01 14:00:00,4,O327278114,23.75336371655263,1
2024-01-01 14:00:00,4,O311545084,16.54588753577364,1
2024-01-01 14:00:00,4,O818327941,27.70633134354705,1
2024-01-01 15:00:00,0,O113245302,27.893747398696696,1
2024-01-01 15:00:00,0,O692585463,24.077155626860613,1
2024-01-01 15:00:00,0,O543156000,25.967789519946784,1
2024-01-01 15:00:00,0,O118550901,28.978705043997966,1
2024-01-01 15:00:00,0,O260074560,25.833383475280115,1
2024-01-01 15:00:00,0,O989431953,28.904265038933257,1
2024-01-01 15:00:00,1,O944525141,19.16011684653136,1
2024-01-01 15:00:00,1,O340007738,26.893471186684597,1
2024-01-01 15:00:00,1,O395647770,25.96725691366319,1
2024-01-01 15:00:00,2,O158148712,31.009924713374975,1
2024-01-01 15:00:00,3,O492728837,25.151864279366603,1
2024-01-01 15:00:00,3,O823407067,24.513195860919318,1
2024-01-01 15:00:00,4,O554735469,22.214336543000922,1
2024-01-01 15:00:00,4,O6195200,32.45614322741689,1
2024-01-01 15:00:00,4,O876392498,13.219083428652954,1
2024-01-01 15:00:00,4,O106222252,27.555852621771212,1
2024-01-01 15:00:00,4,O456016588,24.898087782098862,1
2024-01-01 15:00:00,4,O890035971,24.081938888086032,1
2024-01-01 15:00:00,4,O982013373,23.35338780446531,1
2024-01-01 15:00:00,4,O550703552,24.720724979285812,1
2024-01-01 16:00:00,0,O575591023,38.34982389501039,1
2024-01-01 16:00:00,0,O988039934,29.43472604625838,1
2024-01-01 16:00:00,0,O123620654,35.945190594832724,1
2024-01-01 16:00:00,0,O732445590,37.455326113282915,1
2024-01-01 16:00:00,0,O22064334,28.323744194795058,1
2024-01-01 16:00:00,0,O148899044,38.527101342470964,1
2024-01-01 16:00:00,0,O516725588,37.512459179503836,1
2024-01-01 16:00:00,0,O598552461,29.40724496554524,1
2024-01-01 16:00:00,0,O876515905,26.683434331186177,1
2024-01-01 16:00:00,0,O236415050,29.315209857797722,1
2024-01-01 16:00:00,0,O914674098,35.947638279223085,1
2024-01-01 16:00:00,1,O199594780,34.4684792035257,1
2024-01-01 16:00:00,1,O631675779,44.75746389741401,1
2024-01-01 16:00:00,1,O899137673,32.43009668161029,1
2024-01-01 16:00:00,1,O758438071,28.77630851878618,1
2024-01-01 16:00:00,1,O395529616,39.59914440408458,1
2024-01-01 16:00:00,1,O81251088,28.13982415667732,1
2024-01-01 16:00:00,1,O35409403,29.464157647054968,1
2024-01-01 16:00:00,1,O284481363,29.555784274335753,1
2024-01-01 16:00:00,1,O898231255,14.018527473502768,1
2024-01-01 16:00:00,1,O196972612,38.9680666539288,1
2024-01-01 16:00:00,1,O987982369,41.579866964674906,1
2024-01-01 16:00:00,1,O518856453,41.41680618128748,1
2024-01-01 16:00:00,2,O549952694,48.197998567972014,0
2024-01-01 16:00:00,2,O364067663,45.54921414854348,0
2024-01-01 16:00:00,2,O652417118,32.66223333269064,1
2024-01-01 16:00:00,2,O645535690,42.764682575477515,1
2024-01-01 16:00:00,3,O825875065,34.31651780701597,1
2024-01-01 16:00:00,3,O961424434,32.01821163646548,1
2024-01-01 16:00:00,3,O175529362,29.710955774504892,1
2024-01-01 16:00:00,3,O308338452,33.126632429549865,1
2024-01-01 16:00:00,3,O725570564,37.302805748672654,1
2024-01-01 16:00:00,3,O408376785,46.06796593967632,0
2024-01-01 16:00:00,4,O905287912,40.10051554869714,1
2024-01-01 16:00:00,4,O455229963,29.600841654423323,1
2024-01-01 17:00:00,0,O351152366,27.691100216240336,1
2024-01-01 17:00:00,0,O50066487,38.979808399912436,1
2024-01-01 17:00:00,0,O530766173,41.316620539376096,1
2024-01-01 17:00:00,0,O674213994,43.592332514880034,1
2024-01-01 17:00:00,0,O733891390,33.11874208724948,1
2024-01-01 17:00:00,1,O42758171,38.28652000458651,1
2024-01-01 17:00:00,1,O510730198,40.9907865904384,1
2024-01-01 17:00:00,1,O134285389,25.542585252712733,1
2024-01-01 17:00:00,1,O912829655,36.944400627141015,1
2024-01-01 17:00:00,1,O947109249,41.330430924065006,1
2024-01-01 17:00:00,1,O267754137,38.57274011786499,1
2024-01-01 17:00:00,1,O157553165,34.4354733214955,1
2024-01-01 17:00:00,2,O503434513,53.26961617126581,0
2024-01-01 17:00:00,2,O847879673,48.513630672824924,0
2024-01-01 17:00:00,2,O447306533,35.06577021273416,1
2024-01-01 17:00:00,2,O140090082,33.671912441875975,1
2024-01-01 17:00:00,3,O151765117,39.90195053741842,1
2024-01-01 17:00:00,3,O514374443,34.59729818457068,1
2024-01-01 17:00:00,3,O603560080,43.900796860288125,1
2024-01-01 17:00:00,3,O399117836,26.12922611167307,1
2024-01-01 17:00:00,3,O401976531,33.3151024648597,1
2024-01-01 17:00:00,4,O642730675,39.79672226159738,1
2024-01-01 17:00:00,4,O626709785,42.02623773702373,1
2024-01-01 17:00:00,4,O461946175,24.633576059923147,1
2024-01-01 17:00:00,4,O303990497,28.321559545058165,1
2024-01-01 17:00:00,4,O455681975,23.2661840530301,1
2024-01-01 17:00:00,4,O345094085,28.887750868830516,1
2024-01-01 17:00:00,4,O454299364,26.059498873566966,1
2024-01-01 17:00:00,4,O788950392,38.77391768574097,1
2024-01-01 17:00:00,4,O32359860,36.603031866034534,1
2024-01-01 18:00:00,0,O150732605,33.92319621170019,1
2024-01-01 18:00:00,0,O239937885,35.182663610243466,1
2024-01-01 18:00:00,0,O744633950,43.35967698235001,1
2024-01-01 18:00:00,1,O845943012,27.70411639574164,1
2024-01-01 18:00:00,1,O998058531,21.488588900706617,1
2024-01-01 18:00:00,2,O936277401,39.9735831635912,1
2024-01-01 18:00:00,2,O316449909,32.26325406877811,1
2024-01-01 18:00:00,2,O906033987,27.870953646456474,1
2024-01-01 18:00:00,2,O753493778,38.878079185094784,1
2024-01-01 18:00:00,2,O856875731,21.22647656442833,1
2024-01-01 18:00:00,2,O32686304,28.996880974936808,1
2024-01-01 18:00:00,2,O128161931,18.279406019399662,1
2024-01-01 18:00:00,2,O493220398,36.81366642203968,1
2024-01-01 18:00:00,2,O890046464,46.01583120135265,0
2024-01-01 18:00:00,2,O475109465,30.9877492661644,1
2024-01-01 18:00:00,2,O76362381,29.45919050816221,1
2024-01-01 18:00:00,2,O165916991,47.4918760858093,0
2024-01-01 18:00:00,3,O210118281,39.3920467522301,1
2024-01-01 18:00:00,3,O866425729,51.66307412329111,0
2024-01-01 18:00:00,3,O310757388,36.12561920119165,1
2024-01-01 18:00:00,3,O792728743,36.58646035263899,1
2024-01-01 18:00:00,3,O257158785,45.11380657599328,0
2024-01-01 18:00:00,3,O377390675,33.959602855702116,1
2024-01-01 18:00:00,4,O991568247,36.73037212540324,1
2024-01-01 18:00:00,4,O808916104,18.050908840721437,1
